Year,Player,Pos,Age,Tm,ORtg,DRtg
1983,Hank McDowell,PF,23,POR,100,106
1983,Mike McGee,SF,23,LAL,96,109
1983,Kevin McHale*,PF,25,BOS,111,102
1983,Billy McKinney,PG,27,DEN,110,113
1983,Tom McMillen,C,30,ATL,102,106
1983,Mark McNamara,C,23,PHI,80,100
1983,Joe Meriweather,C,29,KCK,108,103
1983,Mike Mitchell,SF,27,SAS,113,108
1983,Steve Mix,SF,35,TOT,110,102
1983,Steve Mix,SF,35,MIL,110,102
1983,Steve Mix,SF,35,LAL,111,114
1983,Paul Mokeski,C,26,TOT,96,103
1983,Paul Mokeski,C,26,CLE,98,105
1983,Paul Mokeski,C,26,MIL,95,101
1983,Sidney Moncrief*,SG,25,MIL,120,103
1983,Johnny Moore,PG,24,SAS,108,104
1983,Lowes Moore,PG,25,SDC,99,112
1983,Guy Morgan,SG,22,IND,82,106
1983,Calvin Murphy*,PG,34,HOU,102,111
1983,Larry Nance,PF,23,PHO,111,98
1983,Swen Nater,C,33,SDC,81,109
1983,Calvin Natt,SF,26,POR,115,106
1983,Kenny Natt,SG,24,UTA,94,109
1983,Ed Nealy,PF,22,KCK,125,103
1983,Chuck Nevitt,C,23,HOU,94,101
1983,Carl Nicks,SG,24,CLE,95,107
1983,Kurt Nimphius,C,24,DAL,111,107
1983,Norm Nixon,PG,27,LAL,103,109
1983,Audie Norris,C,22,POR,79,103
1983,Mike O'Koren,SF,24,NJN,105,100
1983,Mark Olberding,PF,26,CHI,103,109
1983,Jawann Oldham,C,25,CHI,103,105
1983,Louis Orr,SF,24,NYK,103,101
1983,Tom Owens,C,33,DET,96,106
1983,Robert Parish*,C,29,BOS,114,98
1983,Billy Paultz,C,34,TOT,94,108
1983,Billy Paultz,C,34,HOU,93,108
1983,Billy Paultz,C,34,SAS,94,103
1983,Jim Paxson,SG,25,POR,116,106
1983,Sam Pellom,PF,31,TOT,79,103
1983,Sam Pellom,PF,31,ATL,82,112
1983,Sam Pellom,PF,31,MIL,77,99
1983,Roger Phegley,SG,26,SAS,100,107
1983,Eddie Phillips,SF,21,NJN,86,100
1983,Ricky Pierce,SG,23,DET,86,108
1983,Charles Pittman,PF,24,PHO,91,102
1983,Ben Poquette,PF,27,UTA,108,104
1983,Kevin Porter,PG,32,WSB,95,103
1983,Paul Pressey,SG,24,MIL,92,98
1983,Mark Radford,SG,23,SEA,87,101
1983,Ed Rains,SF,26,SAS,95,109
1983,Kurt Rambis,PF,24,LAL,106,101
1983,Kelvin Ransey,PG,24,DAL,105,112
1983,James Ray,PF,25,DEN,91,104
1983,Clint Richardson,SG,26,PHI,103,103
1983,Micheal Ray Richardson,PG,27,TOT,92,101
1983,Micheal Ray Richardson,PG,27,GSW,89,104
1983,Micheal Ray Richardson,PG,27,NJN,96,98
1983,Rick Robey,C,27,BOS,95,104
1983,Cliff Robinson,PF,22,CLE,99,103
1983,Oliver Robinson,SG,22,SAS,96,109
1983,Truck Robinson,PF,31,NYK,93,99
1983,Dave Robisch,C,33,DEN,98,110
1983,Tree Rollins,C,27,ATL,109,97
1983,Lorenzo Romar,PG,24,GSW,105,110
1983,Dan Roundfield,PF,29,ATL,103,100
1983,Jeff Ruland,C,24,WSB,107,98
1983,Walker Russell,PG,22,DET,81,110
1983,Mike Sanders,SF,22,SAS,104,105
1983,Danny Schayes,C,23,TOT,95,105
1983,Danny Schayes,C,23,UTA,93,104
1983,Danny Schayes,C,23,DEN,101,108
1983,Russ Schoene,PF,22,TOT,101,106
1983,Russ Schoene,PF,22,PHI,103,103
1983,Russ Schoene,PF,22,IND,99,110
1983,Alvin Scott,SF,27,PHO,106,99
1983,Lonnie Shelton,PF,27,SEA,102,103
1983,Ed Sherod,PG,23,NYK,95,100
1983,Purvis Short,SF,25,GSW,107,109
1983,Jerry Sichting,PG,26,IND,107,112
1983,Jack Sikma*,C,27,SEA,111,99
1983,Jose Slaughter,SG,22,IND,91,108
1983,Derek Smith,SF,21,GSW,94,109
1983,Jim Smith,PF,24,DET,141,105
1983,Larry Smith,PF,25,GSW,113,107
1983,Phil Smith,SG,30,SEA,99,105
1983,Randy Smith,SG,34,TOT,109,112
1983,Randy Smith,SG,34,SDC,111,112
1983,Randy Smith,SG,34,ATL,100,109
1983,Robert Smith,PG,27,TOT,86,107
1983,Robert Smith,PG,27,SDC,83,107
1983,Robert Smith,PG,27,SAS,90,107
1983,Ricky Sobers,SG,30,WSB,98,102
1983,Jim Spanarkel,SG,25,DAL,106,111
1983,Rory Sparrow,PG,24,TOT,101,104
1983,Rory Sparrow,PG,24,ATL,103,105
1983,Rory Sparrow,PG,24,NYK,98,101
1983,Larry Spriggs,SF,23,CHI,100,106
1983,Brook Steppe,SG,23,KCK,105,106
1983,Jeff Taylor,SG,23,HOU,86,108
1983,Vince Taylor,SG,22,NYK,85,100
1983,Terry Teagle,SG,22,HOU,91,110
1983,Carlos Terry,SG,26,WSB,90,98
1983,Reggie Theus,PG,25,CHI,106,109
1983,David Thirdkill,SF,22,PHO,89,102
1983,Isiah Thomas*,PG,21,DET,105,105
1983,Corny Thompson,PF,22,DAL,89,109
1983,David Thompson*,SG,28,SEA,108,106
1983,LaSalle Thompson,C,21,KCK,101,99
1983,Mychal Thompson,PF,28,POR,100,103
1983,Darren Tillis,C,22,TOT,95,105
1983,Darren Tillis,C,22,BOS,70,105
1983,Darren Tillis,C,22,CLE,98,104
1983,Ray Tolbert,PF,24,TOT,94,103
1983,Ray Tolbert,PF,24,SEA,96,103
1983,Ray Tolbert,PF,24,DET,90,104
1983,Andrew Toney,SG,25,PHI,108,104
1983,Linton Townes,SF,23,POR,100,106
1983,Kelly Tripucka,SF,23,DET,113,109
1983,Trent Tucker,SG,23,NYK,104,102
1983,Elston Turner,SF,23,DAL,92,109
1983,Terry Tyler,SF,26,DET,107,103
1983,Darnell Valentine,PG,23,POR,105,103
1983,Jan van Breda Kolff,SF,31,NJN,99,98
1983,Kiki Vandeweghe,PF,24,DEN,122,111
1983,Pete Verhoeven,PF,23,POR,100,105
1983,Jay Vincent,PF,23,DAL,109,109
1983,Danny Vranes,SF,24,SEA,108,104
1983,Foots Walker,PG,31,NJN,107,101
1983,Wally Walker,SF,28,HOU,94,111
1983,Bill Walton*,C,30,SDC,101,103
1983,Bryan Warrick,PG,23,WSB,85,102
1983,Marvin Webster,C,30,NYK,102,96
1983,Scott Wedman,SF,30,TOT,100,107
1983,Scott Wedman,SF,30,CLE,101,109
1983,Scott Wedman,SF,30,BOS,98,104
1983,Paul Westphal*,SG,32,NYK,100,102
1983,Rory White,SF,23,PHO,106,104
1983,Jerome Whitehead,C,26,SDC,113,109
1983,Bob Wilkerson,SF,28,CLE,87,107
1983,Jamaal Wilkes*,SF,29,LAL,114,109
1983,James Wilkes,SF,24,DET,99,109
1983,Dominique Wilkins*,SF,23,ATL,104,104
1983,Jeff Wilkins,C,27,UTA,97,105
1983,Buck Williams,PF,22,NJN,112,97
1983,Freeman Williams,SG,26,UTA,84,109
1983,Gus Williams,PG,29,SEA,108,104
1983,Herb Williams,C,24,IND,101,107
1983,Ray Williams,PG,28,KCK,93,104
1983,Rickey Williams,SG,25,UTA,87,106
1983,Rob Williams,PG,21,DEN,92,109
1983,Sam Williams,PF,23,GSW,109,104
1983,Sly Williams,PF,25,NYK,102,98
1983,Bill Willoughby,SF,25,TOT,101,108
1983,Bill Willoughby,SF,25,SAS,102,108
1983,Bill Willoughby,SF,25,NJN,88,103
1983,Brian Winters,SG,30,MIL,101,105
1983,Al Wood,SF,24,SDC,105,111
1983,Mike Woodson,SG,24,KCK,112,105
1983,Orlando Woolridge,SF,23,CHI,110,109
1983,James Worthy*,SF,21,LAL,109,105
1983,Jim Zoet,C,29,DET,46,101
1984,Kareem Abdul-Jabbar*,C,36,LAL,115,107
1984,Alvan Adams,C,29,PHO,107,106
1984,Mark Aguirre,SF,24,DAL,112,111
1984,Danny Ainge,SG,24,BOS,104,107
1984,J.J. Anderson,SF,23,UTA,94,108
1984,Richard Anderson,PF,23,DEN,101,110
1984,Tiny Archibald*,PG,35,MIL,102,107
1984,Ken Austin,SF,22,DET,85,110
1984,John Bagley,PG,23,CLE,97,110
1984,James Bailey,PF,26,HOU,105,107
1984,Thurl Bailey,PF,22,UTA,106,107
1984,Greg Ballard,SF,29,WSB,106,107
1984,Gene Banks,PF,24,SAS,117,111
1984,Dave Batton,C,27,SAS,81,112
1984,Kent Benson,C,29,DET,118,106
1984,Larry Bird*,PF,27,BOS,115,101
1984,Otis Birdsong,SG,28,NJN,106,108
1984,Rolando Blackman,SG,24,DAL,119,112
1984,Tom Boswell,PF,30,UTA,118,108
1984,Charles Bradley,SG,24,SEA,70,112
1984,Mike Bratz,PG,28,GSW,103,109
1984,Randy Breuer,C,23,MIL,90,102
1984,Ron Brewer,SG,28,TOT,100,115
1984,Ron Brewer,SG,28,GSW,103,112
1984,Ron Brewer,SG,28,SAS,100,115
1984,Junior Bridgeman,SF,30,MIL,106,106
1984,Michael Brooks,SF,25,SDC,110,112
1984,Fred Brown,SG,35,SEA,111,110
1984,Rickey Brown,C,25,ATL,99,106
1984,Wallace Bryant,C,24,CHI,90,107
1984,Quinn Buckner,PG,29,BOS,94,104
1984,Don Buse,PG,33,KCK,106,108
1984,Kenny Carr,PF,28,POR,112,107
1984,M.L. Carr,SF,33,BOS,95,107
1984,Joe Barry Carroll,C,25,GSW,103,108
1984,Butch Carter,SG,25,IND,101,107
1984,Howard Carter,SG,22,DEN,102,115
1984,Bill Cartwright,C,26,NYK,118,102
1984,Harvey Catchings,PF,32,MIL,88,101
1984,Tom Chambers,PF,24,SEA,110,109
1984,Maurice Cheeks*,PG,27,PHI,114,105
1984,Carlos Clark,SG,23,BOS,95,104
1984,Don Collins,SG,25,GSW,101,110
1984,Leroy Combs,SF,23,IND,96,106
1984,Lester Conner,SG,24,GSW,114,109
1984,Darwin Cook,PG,25,NJN,102,103
1984,Jeff Cook,C,27,CLE,109,107
1984,Michael Cooper*,SG,27,LAL,118,107
1984,Wayne Cooper,C,27,POR,109,106
1984,Dave Corzine,C,27,CHI,105,107
1984,Charlie Criss,PG,35,TOT,103,108
1984,Charlie Criss,PG,35,MIL,102,105
1984,Charlie Criss,PG,35,ATL,105,110
1984,Geoff Crompton,C,28,CLE,61,106
1984,Russell Cross,C,22,GSW,110,109
1984,Pat Cummings,PF,27,DAL,105,107
1984,Terry Cummings,PF,22,SDC,112,111
1984,Earl Cureton,C,26,DET,95,105
1984,Quintin Dailey,SG,23,CHI,103,109
1984,Adrian Dantley*,SF,28,UTA,126,112
1984,Brad Davis,PG,28,DAL,118,112
1984,Charles Davis,SF,25,WSB,95,106
1984,Johnny Davis,PG,28,ATL,106,111
1984,Walter Davis*,SG,29,PHO,110,110
1984,Darryl Dawkins,C,27,NJN,113,104
1984,Darren Daye,SF,23,WSB,100,108
1984,Kenny Dennard,PF,25,DEN,91,109
1984,James Donaldson,C,26,SDC,117,110
1984,John Drew,SF,29,UTA,107,108
1984,Larry Drew,PG,25,KCK,107,109
1984,Clyde Drexler*,SG,21,POR,102,105
1984,Mike Dunleavy,PG,29,MIL,119,107
1984,T.R. Dunn,SG,28,DEN,113,110
1984,Mark Eaton,C,27,UTA,100,102
1984,Jerry Eaves,PG,24,UTA,100,112
1984,Keith Edmonson,SG,23,TOT,104,113
1984,Keith Edmonson,SG,23,SAS,107,113
1984,Keith Edmonson,SG,23,DEN,94,112
1984,Franklin Edwards,PG,24,PHI,90,106
1984,James Edwards,C,28,PHO,111,110
1984,Craig Ehlo,SG,22,HOU,95,109
1984,Dale Ellis,SF,23,DAL,102,108
1984,Len Elmore,PF,31,NYK,91,102
1984,Chris Engler,C,24,GSW,86,108
1984,Alex English*,SF,30,DEN,114,113
1984,Julius Erving*,SF,33,PHI,112,102
1984,Mike Evans,PG,28,DEN,102,114
1984,Eric Fernsten,PF,30,NYK,113,102
1984,Sleepy Floyd,PG,23,GSW,107,110
1984,Phil Ford,PG,27,HOU,109,112
1984,Rod Foster,PG,23,PHO,102,110
1984,World B. Free,SG,30,CLE,108,111
1984,Bill Garnett,PF,23,DAL,115,108
1984,Calvin Garrett,SF,27,LAL,105,110
1984,John Garris,PF,24,CLE,119,107
1984,George Gervin*,SG,31,SAS,110,113
1984,Mike Gibson,PF,23,WSB,92,106
1984,Artis Gilmore*,C,34,SAS,122,108
1984,Mike Glenn,SG,28,ATL,116,110
1984,Mike Gminski,C,24,NJN,110,105
1984,Stewart Granger,PG,22,CLE,99,111
1984,Rickey Green,PG,29,UTA,115,107
1984,Sidney Green,PF,23,CHI,92,106
1984,Dave Greenwood,PF,26,CHI,107,105
1984,Kevin Grevey,SG,30,MIL,108,107
1984,Darrell Griffith,SG,25,UTA,102,109
1984,Ernie Grunfeld,SG,28,NYK,99,105
1984,Bob Hansen,SG,23,UTA,90,110
1984,Bill Hanzlik,SF,26,DEN,108,112
1984,Derek Harper,PG,22,DAL,97,109
1984,Scott Hastings,PF,23,ATL,105,105
1984,Steve Hawes,PF,33,SEA,107,108
1984,Elvin Hayes*,PF,38,HOU,93,108
1984,Steve Hayes,C,28,SEA,98,105
1984,Gerald Henderson,PG,28,BOS,110,106
1984,Rod Higgins,SF,24,CHI,104,109
1984,Johnny High,PG,26,PHO,71,104
1984,Armond Hill,PG,30,ATL,89,110
1984,Roy Hinson,SF,22,CLE,99,105
1984,Craig Hodges,SG,23,SDC,100,115
1984,Lionel Hollins,PG,30,DET,92,108
1984,Phil Hubbard,SF,27,CLE,113,109
1984,Geoff Huston,PG,26,CLE,107,114
1984,Marc Iavaroni,PF,27,PHI,94,105
1984,Dan Issel*,C,35,DEN,114,111
1984,Tracy Jackson,SG,24,IND,105,114
1984,Clay Johnson,SG,27,SEA,91,110
1984,Clemon Johnson,C,27,PHI,98,105
1984,Dennis Johnson*,SG,29,BOS,107,106
1984,Eddie Johnson,SG,28,ATL,100,110
1984,Eddie Johnson,SF,24,KCK,107,110
1984,Frank Johnson,PG,25,WSB,106,109
1984,George Johnson,SF,27,IND,101,105
1984,Magic Johnson*,PG,24,LAL,118,105
1984,Marques Johnson,SF,27,MIL,110,103
1984,Mickey Johnson,PF,31,GSW,103,107
1984,Reggie Johnson,PF,26,NJN,107,107
1984,Steve Johnson,C,26,TOT,102,106
1984,Steve Johnson,C,26,KCK,101,106
1984,Steve Johnson,C,26,CHI,103,106
1984,Vinnie Johnson,SG,27,DET,111,112
1984,Bobby Jones*,PF,32,PHI,116,101
1984,Caldwell Jones,C,33,HOU,106,108
1984,Charles Jones,PF,26,PHI,42,113
1984,Edgar Jones,PF,27,SAS,108,108
1984,Hutch Jones,SF,24,SDC,17,115
1984,Major Jones,PF,30,HOU,106,107
1984,Mark Jones,PG,22,NJN,106,114
1984,Eddie Jordan,PG,29,TOT,78,102
1984,Eddie Jordan,PG,29,POR,82,103
1984,Eddie Jordan,PG,29,LAL,63,97
1984,Rich Kelley,C,30,UTA,101,105
1984,Clark Kellogg,PF,22,IND,107,104
1984,Greg Kelser,SF,26,SDC,106,112
1984,Albert King,SF,24,NJN,104,105
1984,Bernard King*,SF,27,NYK,119,105
1984,Reggie King,SF,26,SEA,106,108
1984,Greg Kite,C,22,BOS,87,105
1984,Billy Knight,SF,31,KCK,108,110
1984,Joe Kopicki,PF,23,WSB,119,107
1984,Bruce Kuczenski,PF,22,TOT,65,109
1984,Bruce Kuczenski,PF,22,NJN,91,108
1984,Bruce Kuczenski,PF,22,PHI,36,106
1984,Bruce Kuczenski,PF,22,IND,63,111
1984,Mitch Kupchak,PF,29,LAL,91,109
1984,Bill Laimbeer,C,26,DET,122,106
1984,Jeff Lamp,SF,24,POR,106,111
1984,Mark Landsberger,PF,28,ATL,90,105
1984,Bob Lanier*,C,35,MIL,113,103
1984,Allen Leavell,PG,26,HOU,110,110
1984,Ronnie Lester,PG,25,CHI,101,110
1984,Fat Lever,PG,23,POR,110,107
1984,Cliff Levingston,PF,23,DET,120,106
1984,Steve Lingenfelter,PF,25,SAS,101,116
1984,Alton Lister,PF,25,MIL,98,99
1984,Lewis Lloyd,SG,24,HOU,106,110
1984,Darrell Lockhart,C,23,SAS,75,112
1984,Kevin Loder,SF,24,TOT,96,110
1984,Kevin Loder,SF,24,KCK,96,109
1984,Kevin Loder,SF,24,SDC,,119
1984,John Long,SG,27,DET,111,111
1984,Sidney Lowe,PG,24,IND,100,105
1984,John Lucas,PG,30,SAS,114,112
1984,Maurice Lucas,PF,31,PHO,111,106
1984,Rudy Macklin,SF,25,NYK,99,107
1984,Kyle Macy,PG,26,PHO,112,109
1984,Rick Mahorn,PF,25,WSB,102,104
1984,Jeff Malone,SG,22,WSB,100,112
1984,Moses Malone*,C,28,PHI,111,102
1984,Pace Mannion,SF,23,GSW,99,109
1984,Wes Matthews,PG,24,TOT,100,108
1984,Wes Matthews,PG,24,ATL,116,108
1984,Wes Matthews,PG,24,PHI,94,108
1984,Cedric Maxwell,SF,28,BOS,113,107
1984,Bob McAdoo*,C,32,LAL,104,107
1984,Rodney McCray,SF,22,HOU,112,109
1984,Scooter McCray,PF,23,SEA,95,108
1984,Hank McDowell,PF,24,SDC,97,113
1984,Mike McGee,SF,24,LAL,110,111
1984,Kevin McHale*,PF,26,BOS,120,105
1984,Kevin McKenna,SG,25,IND,96,108
1984,Billy McKinney,PG,28,SDC,107,115
1984,Tom McMillen,C,31,WSB,109,110
1984,Mark McNamara,C,24,SAS,106,112
1984,Joe Meriweather,C,30,KCK,109,107
1984,Larry Micheaux,PF,23,KCK,109,102
1984,Bob Miller,PF,27,SAS,157,102
1984,Mike Mitchell,SF,28,SAS,109,112
1984,Paul Mokeski,C,27,MIL,104,104
1984,Sidney Moncrief*,SG,26,MIL,119,105
1984,Johnny Moore,PG,25,SAS,111,109
1984,Larry Nance,PF,24,PHO,118,106
1984,Swen Nater,C,34,LAL,100,105
1984,Calvin Natt,SF,27,POR,122,109
1984,Ed Nealy,PF,23,KCK,117,106
1984,Kurt Nimphius,C,25,DAL,113,108
1984,Norm Nixon,PG,28,SDC,111,115
1984,Audie Norris,C,23,POR,98,107
1984,Mike O'Koren,SF,25,NJN,102,108
1984,Mark Olberding,PF,27,KCK,109,108
1984,Jawann Oldham,C,26,CHI,90,104
1984,Louis Orr,SF,25,NYK,106,105
1984,Robert Parish*,C,30,BOS,115,102
1984,Billy Paultz,C,35,ATL,91,107
1984,Jim Paxson,SG,26,POR,120,110
1984,John Paxson,PG,23,SAS,109,115
1984,Roger Phegley,SG,27,TOT,84,113
1984,Roger Phegley,SG,27,SAS,132,114
1984,Roger Phegley,SG,27,DAL,77,113
1984,Ricky Pierce,SG,24,SDC,109,115
1984,John Pinone,SF,22,ATL,94,106
1984,Tom Piotrowski,C,23,POR,104,109
1984,Charles Pittman,PF,25,PHO,108,109
1984,Ben Poquette,PF,28,CLE,107,108
1984,Paul Pressey,SG,25,MIL,103,102
1984,Kurt Rambis,PF,25,LAL,104,103
1984,Kelvin Ransey,PG,25,NJN,107,107
1984,Leo Rautins,SF,23,PHI,81,105
1984,Robert Reid,SF,28,HOU,105,107
1984,Clint Richardson,SG,27,PHI,101,108
1984,Micheal Ray Richardson,PG,28,NJN,101,103
1984,Doc Rivers,PG,22,ATL,106,105
1984,Anthony Roberts,SF,28,DEN,86,112
1984,Fred Roberts,PF,23,SAS,114,111
1984,Rick Robey,C,28,PHO,105,109
1984,Cliff Robinson,C,23,CLE,99,106
1984,Truck Robinson,PF,32,NYK,98,103
1984,Dave Robisch,C,34,TOT,96,113
1984,Dave Robisch,C,34,DEN,80,115
1984,Dave Robisch,C,34,SAS,105,114
1984,Dave Robisch,C,34,KCK,112,111
1984,Tree Rollins,C,28,ATL,108,103
1984,Lorenzo Romar,PG,25,TOT,107,104
1984,Lorenzo Romar,PG,25,GSW,107,115
1984,Lorenzo Romar,PG,25,MIL,107,104
1984,Dan Roundfield,PF,30,ATL,108,105
1984,Jeff Ruland,C,25,WSB,111,105
1984,Walker Russell,PG,23,DET,99,109
1984,Ralph Sampson*,C,23,HOU,104,104
1984,Mike Sanders,SF,23,PHO,98,108
1984,DeWayne Scales,PF,25,WSB,66,100
1984,Danny Schayes,C,24,DEN,111,110
1984,Alvin Scott,SF,28,PHO,102,109
1984,Byron Scott,SG,22,LAL,105,108
1984,Lonnie Shelton,PF,28,CLE,99,108
1984,Purvis Short,SF,26,GSW,108,111
1984,Jerry Sichting,PG,27,IND,112,110
1984,Jack Sikma*,C,28,SEA,112,104
1984,Derek Smith,SG,22,SDC,116,114
1984,Larry Smith,PF,26,GSW,110,108
1984,Ricky Sobers,SG,31,WSB,100,108
1984,Jim Spanarkel,SG,26,DAL,112,105
1984,Rory Sparrow,PG,25,NYK,103,106
1984,Larry Spriggs,SF,24,LAL,102,108
1984,Brook Steppe,SG,24,IND,103,108
1984,Steve Stipanovich,C,23,IND,100,105
1984,Jon Sundvold,PG,22,SEA,103,112
1984,Dane Suttle,SG,22,KCK,108,110
1984,Terry Teagle,SG,23,HOU,97,111
1984,Reggie Theus,PG,26,TOT,102,110
1984,Reggie Theus,PG,26,CHI,100,110
1984,Reggie Theus,PG,26,KCK,103,110
1984,David Thirdkill,SF,23,DET,91,110
1984,Isiah Thomas*,PG,22,DET,111,107
1984,Jim Thomas,SG,23,IND,102,108
1984,David Thompson*,SG,29,SEA,114,109
1984,LaSalle Thompson,C,22,KCK,106,102
1984,Mychal Thompson,C,29,POR,110,106
1984,Paul Thompson,SF,22,CLE,109,108
1984,Sedale Threatt,PG,22,PHI,93,109
1984,Darren Tillis,C,23,GSW,95,107
1984,Ray Tolbert,PF,25,DET,108,108
1984,Andrew Toney,SG,26,PHI,110,109
1984,Linton Townes,SF,24,TOT,96,107
1984,Linton Townes,SF,24,MIL,200,111
1984,Linton Townes,SF,24,SDC,88,107
1984,Kelly Tripucka,SF,24,DET,110,111
1984,Trent Tucker,SG,24,NYK,109,104
1984,Elston Turner,SF,24,DAL,97,109
1984,Terry Tyler,SF,27,DET,103,107
1984,Darnell Valentine,PG,24,POR,109,109
1984,Kiki Vandeweghe,PF,25,DEN,122,114
1984,Pete Verhoeven,PF,24,POR,106,105
1984,Jay Vincent,SF,24,DAL,100,111
1984,Danny Vranes,SF,25,SEA,107,109
1984,Granville Waiters,C,23,IND,97,104
1984,Darrell Walker,PG,22,NYK,97,99
1984,Foots Walker,PG,32,NJN,96,106
1984,Wally Walker,SF,29,HOU,100,110
1984,Bill Walton*,C,31,SDC,102,107
1984,Bryan Warrick,PG,24,WSB,88,108
1984,Marvin Webster,C,31,NYK,98,100
1984,Scott Wedman,SF,31,BOS,100,106
1984,Brant Weidner,PF,23,SAS,88,112
1984,Mark West,C,23,DAL,83,109
1984,Paul Westphal*,SG,33,PHO,107,110
1984,Ennis Whatley,PG,21,CHI,98,108
1984,Rory White,SF,24,TOT,100,108
1984,Rory White,SF,24,PHO,103,108
1984,Rory White,SF,24,MIL,79,105
1984,Rory White,SF,24,SDC,96,116
1984,Jerome Whitehead,C,27,SDC,111,112
1984,Mitchell Wiggins,SG,24,CHI,103,107
1984,Jamaal Wilkes*,SF,30,LAL,113,110
1984,Dominique Wilkins*,SF,24,ATL,106,106
1984,Jeff Wilkins,C,28,UTA,102,107
1984,Buck Williams,PF,23,NJN,106,103
1984,Gus Williams,PG,30,SEA,106,108
1984,Herb Williams,C,25,IND,98,105
1984,Kevin Williams,SG,22,SAS,100,113
1984,Ray Williams,SG,29,NYK,105,101
1984,Rob Williams,PG,22,DEN,106,114
1984,Sam Williams,PF,24,TOT,100,101
1984,Sam Williams,PF,24,GSW,104,101
1984,Sam Williams,PF,24,PHI,100,101
1984,Sly Williams,SF,26,ATL,87,105
1984,Bill Willoughby,SF,26,NJN,107,106
1984,Michael Wilson,PG,24,WSB,48,114
1984,Randy Wittman,SG,24,ATL,106,112
1984,Al Wood,SG,25,SEA,109,110
1984,Mike Woodson,SG,25,KCK,110,109
1984,Orlando Woolridge,SF,24,CHI,108,109
1984,James Worthy*,PF,22,LAL,113,107
1985,Kareem Abdul-Jabbar*,C,37,LAL,120,105
1985,Alvan Adams,PF,30,PHO,111,104
1985,Mark Aguirre,SF,25,DAL,110,111
1985,Danny Ainge,SG,25,BOS,115,108
1985,Chuck Aleksinas,C,25,GSW,100,114
1985,J.J. Anderson,SF,24,UTA,87,102
1985,Ron Anderson,SF,26,CLE,100,112
1985,John Bagley,PG,24,CLE,108,108
1985,James Bailey,PF,27,NYK,93,107
1985,Thurl Bailey,PF,23,UTA,105,104
1985,Greg Ballard,SF,30,WSB,107,104
1985,Gene Banks,SF,25,SAS,120,109
1985,Ken Bannister,PF,24,NYK,86,108
1985,Charles Barkley*,PF,21,PHI,114,105
1985,Kent Benson,C,30,DET,112,106
1985,Larry Bird*,SF,28,BOS,119,103
1985,Otis Birdsong,SG,29,NJN,109,110
1985,Rolando Blackman,SG,25,DAL,115,112
1985,Cory Blackwell,SF,21,SEA,79,108
1985,Sam Bowie,C,23,POR,110,103
1985,Dudley Bradley,SG,27,WSB,102,102
1985,Mike Bratz,PG,29,GSW,104,113
1985,Randy Breuer,C,24,MIL,110,102
1985,Ron Brewer,SG,29,TOT,119,113
1985,Ron Brewer,SG,29,SAS,96,115
1985,Ron Brewer,SG,29,NJN,129,112
1985,Frank Brickowski,C,25,SEA,97,107
1985,Junior Bridgeman,SF,31,LAC,107,113
1985,Rickey Brown,C,26,ATL,90,106
1985,Tony Brown,SF,24,IND,102,109
1985,Wallace Bryant,C,25,DAL,104,107
1985,Quinn Buckner,PG,30,BOS,90,105
1985,Steve Burtt,SG,22,GSW,90,114
1985,Don Buse,PG,34,KCK,114,114
1985,Michael Cage,PF,23,LAC,113,109
1985,Tony Campbell,SF,22,DET,97,108
1985,Rick Carlisle,SG,25,BOS,90,111
1985,Antoine Carr,PF,23,ATL,104,106
1985,Kenny Carr,PF,29,POR,105,106
1985,M.L. Carr,SF,34,BOS,98,107
1985,Butch Carter,SG,26,NYK,100,111
1985,Howard Carter,SG,23,DAL,40,114
1985,Harvey Catchings,C,33,LAC,101,109
1985,Ron Cavenall,C,25,NYK,76,107
1985,Tom Chambers,PF,25,SEA,106,108
1985,Maurice Cheeks*,PG,28,PHI,124,108
1985,Carlos Clark,SG,24,BOS,96,106
1985,Don Collins,SG,26,WSB,89,101
1985,Steve Colter,PG,22,POR,105,108
1985,Lester Conner,PG,25,GSW,107,112
1985,Darwin Cook,PG,26,NJN,102,107
1985,Jeff Cook,PF,28,TOT,112,109
1985,Jeff Cook,PF,28,CLE,104,110
1985,Jeff Cook,PF,28,SAS,117,109
1985,Joe Cooper,C,27,SEA,112,106
1985,Michael Cooper*,SG,28,LAL,110,108
1985,Wayne Cooper,C,28,DEN,103,106
1985,Dave Corzine,C,28,CHI,106,110
1985,Charlie Criss,PG,36,ATL,86,110
1985,Pat Cummings,C,28,NYK,104,108
1985,Terry Cummings,PF,23,MIL,112,101
1985,Earl Cureton,C,27,DET,99,106
1985,Quintin Dailey,SG,24,CHI,104,112
1985,Adrian Dantley*,SF,29,UTA,117,107
1985,Brad Davis,PG,29,DAL,124,111
1985,Charles Davis,SF,26,TOT,98,105
1985,Charles Davis,SF,26,WSB,68,107
1985,Charles Davis,SF,26,MIL,99,105
1985,Johnny Davis,PG,29,CLE,108,113
1985,Walter Davis*,SG,30,PHO,101,110
1985,Darryl Dawkins,C,28,NJN,109,109
1985,Darren Daye,SF,24,WSB,108,105
1985,James Donaldson,C,27,LAC,111,108
1985,John Drew,SF,30,UTA,99,104
1985,Larry Drew,PG,26,KCK,110,114
1985,Clyde Drexler*,SG,22,POR,110,105
1985,Mike Dunleavy,PG,30,MIL,108,107
1985,T.R. Dunn,SG,29,DEN,117,108
1985,Devin Durrant,SF,24,IND,92,110
