Year,Player,Pos,Age,Tm,ORtg,DRtg
2002,Wang Zhizhi,C,24,DAL,110,107
2003,Tariq Abdul-Wahad,SG,28,DAL,106,103
2003,Shareef Abdur-Rahim,PF,26,ATL,111,106
2003,Courtney Alexander,PG,25,NOH,96,106
2003,Malik Allen,PF,24,MIA,89,103
2003,Ray Allen*,SG,27,TOT,111,108
2003,Ray Allen*,SG,27,MIL,109,110
2003,Ray Allen*,SG,27,SEA,114,105
2003,Rafer Alston,PG,26,TOR,100,108
2003,John Amaechi,C,32,UTA,73,105
2003,Chris Andersen,C,24,DEN,91,97
2003,Derek Anderson,PG,28,POR,115,105
2003,Kenny Anderson,PG,32,TOT,98,103
2003,Kenny Anderson,PG,32,SEA,104,103
2003,Kenny Anderson,PG,32,NOH,89,103
2003,Shandon Anderson,SF,29,NYK,101,105
2003,Robert Archibald,PF,22,MEM,69,109
2003,Gilbert Arenas,PG,21,GSW,108,110
2003,Brandon Armstrong,SG,22,NJN,76,100
2003,Darrell Armstrong,PG,34,ORL,106,104
2003,Carlos Arroyo,PG,23,UTA,98,106
2003,Chucky Atkins,PG,28,DET,97,105
2003,Stacey Augmon,SG,34,NOH,99,103
2003,Dalibor Bagarić,C,22,CHI,77,102
2003,Vin Baker,C,31,BOS,101,102
2003,Brent Barry,SG,31,SEA,115,104
2003,Jon Barry,SG,33,DET,116,100
2003,Maceo Baston,PF,27,TOR,113,100
2003,Mengke Bateer,C,27,SAS,53,102
2003,Mike Batiste,PF,25,MEM,96,107
2003,Tony Battie,C,26,BOS,119,100
2003,Shane Battier,SF,24,MEM,120,107
2003,Lonny Baxter,C,24,CHI,100,106
2003,Raja Bell,SG,26,DAL,101,104
2003,Jonathan Bender,SF,22,IND,103,102
2003,Corey Benjamin,SG,24,ATL,93,109
2003,Travis Best,PG,30,MIA,97,106
2003,Mike Bibby,PG,24,SAC,109,103
2003,Chauncey Billups*,PG,26,DET,116,102
2003,Corie Blount,C,34,CHI,99,103
2003,Mark Blount,C,27,TOT,93,100
2003,Mark Blount,C,27,DEN,86,100
2003,Mark Blount,C,27,BOS,109,100
2003,Calvin Booth,C,26,SEA,99,103
2003,Carlos Boozer,PF,21,CLE,114,105
2003,Ruben Boumtje-Boumtje,C,24,POR,90,90
2003,Bruce Bowen,SF,31,SAS,110,103
2003,Ryan Bowen,SG,27,DEN,103,99
2003,Earl Boykins,PG,26,GSW,118,114
2003,Michael Bradley,PF,23,TOR,100,107
2003,Shawn Bradley,C,30,DAL,121,96
2003,Elton Brand,PF,23,LAC,109,103
2003,J.R. Bremer,PG,22,BOS,106,105
2003,Jamison Brewer,PG,22,IND,108,105
2003,Primož Brezec,C,23,IND,95,103
2003,Damone Brown,PF,23,TOR,74,111
2003,Devin Brown,SG,24,TOT,80,101
2003,Devin Brown,SG,24,SAS,89,104
2003,Devin Brown,SG,24,DEN,75,100
2003,Kedrick Brown,SF,21,BOS,86,99
2003,Kwame Brown,C,20,WAS,96,102
2003,P.J. Brown,PF,33,NOH,122,100
2003,Randy Brown,PG,34,PHO,86,101
2003,Tierre Brown,PG,23,CLE,94,103
2003,Rick Brunson,PG,30,CHI,102,106
2003,Kobe Bryant*,SG,24,LAL,111,103
2003,Mark Bryant,PF,37,TOT,69,106
2003,Mark Bryant,PF,37,PHI,73,106
2003,Mark Bryant,PF,37,DEN,55,108
2003,Mark Bryant,PF,37,BOS,51,103
2003,Greg Buckner,SG,26,PHI,106,103
2003,Pat Burke,C,29,ORL,86,106
2003,Caron Butler,SF,22,MIA,99,102
2003,Rasual Butler,SG,23,MIA,88,104
2003,Jason Caffey,PF,29,MIL,98,110
2003,Marcus Camby,C,28,DEN,99,96
2003,Elden Campbell,C,34,TOT,100,99
2003,Elden Campbell,C,34,NOH,102,99
2003,Elden Campbell,C,34,SEA,93,100
2003,Brian Cardinal,PF,25,WAS,100,109
2003,Anthony Carter,PG,27,MIA,84,103
2003,Vince Carter*,SG,26,TOR,109,108
2003,Sam Cassell,PG,33,MIL,115,110
2003,Kelvin Cato,C,28,HOU,107,96
2003,Tyson Chandler,C,20,CHI,104,103
2003,Calbert Cheaney,SG,31,UTA,100,106
2003,Chris Childs,PG,35,NJN,84,98
2003,Doug Christie,SG,32,SAC,113,98
2003,Keon Clark,C,27,SAC,103,97
2003,Speedy Claxton,PG,24,SAS,105,101
2003,Mateen Cleaves,PG,25,SAC,55,101
2003,Derrick Coleman,C,35,PHI,106,101
2003,Bimbo Coles,PG,34,TOT,92,109
2003,Bimbo Coles,PG,34,CLE,91,111
2003,Bimbo Coles,PG,34,BOS,95,105
2003,Jason Collier,C,25,HOU,110,104
2003,Jarron Collins,C,24,UTA,108,108
2003,Jason Collins,C,24,NJN,107,99
2003,Chris Crawford,PF,27,ATL,136,102
2003,Jamal Crawford,PG,22,CHI,101,107
2003,Austin Croshere,PF,27,IND,111,102
2003,John Crotty,PG,33,DEN,95,106
2003,Eddy Curry,C,20,CHI,106,106
2003,Michael Curry,SF,34,DET,98,103
2003,Erick Dampier,C,27,GSW,111,108
2003,Antonio Daniels,SG,27,POR,117,105
2003,Antonio Davis,C,34,TOR,99,107
2003,Baron Davis,PG,23,NOH,103,102
2003,Dale Davis,C,33,POR,119,103
2003,Emanual Davis,SG,34,ATL,87,107
2003,Hubert Davis,SG,32,DET,101,104
2003,Ricky Davis,SG,23,CLE,98,108
2003,Andrew DeClercq,C,29,ORL,106,104
2003,Tony Delk,PG,29,BOS,108,103
2003,Dan Dickau,PG,24,ATL,94,110
2003,Michael Dickerson,SG,27,MEM,101,108
2003,DeSagana Diop,PF,21,CLE,74,102
2003,Vlade Divac*,C,34,SAC,105,97
2003,Juan Dixon,PG,24,WAS,90,105
2003,Michael Doleac,C,25,NYK,92,107
2003,Keyon Dooling,SG,22,LAC,97,111
2003,Bryce Drew,PG,28,NOH,90,104
2003,Predrag Drobnjak,C,27,SEA,98,106
2003,Chris Dudley,C,37,POR,95,112
2003,Tim Duncan*,PF,26,SAS,112,94
2003,Mike Dunleavy,SF,22,GSW,103,109
2003,Howard Eisley,PG,30,NYK,109,108
2003,LaPhonso Ellis,PF,32,MIA,97,103
2003,Melvin Ely,C,24,LAC,100,107
2003,Evan Eschmeyer,C,27,DAL,92,95
2003,Reggie Evans,PF,22,SEA,109,102
2003,Danny Ferry,SF,36,SAS,90,104
2003,Michael Finley,SF,29,DAL,107,104
2003,Derek Fisher,PG,28,LAL,110,108
2003,Marcus Fizer,PF,24,CHI,101,106
2003,Alton Ford,PF,21,PHO,64,104
2003,Joseph Forte,SG,21,SEA,68,105
2003,Danny Fortson,PF,26,GSW,97,106
2003,Greg Foster,C,34,TOR,87,110
2003,Jeff Foster,C,26,IND,99,98
2003,Tremaine Fowlkes,SF,26,LAC,113,107
2003,Rick Fox,SF,33,LAL,105,106
2003,Adonal Foyle,C,27,GSW,113,104
2003,Steve Francis,PG,25,HOU,109,103
2003,Lawrence Funderburke,PF,32,SAC,101,100
2003,Dan Gadzuric,C,24,MIL,103,104
2003,Kevin Garnett*,PF,26,MIN,113,98
2003,Pat Garrity,PF,26,ORL,111,108
2003,Pau Gasol*,PF,22,MEM,110,106
2003,Devean George,SF,25,LAL,103,105
2003,Kendall Gill,SG,34,MIN,96,105
2003,Manu Ginóbili*,SG,25,SAS,106,98
2003,Gordan Giriček,SG-SF,25,TOT,99,109
2003,Gordan Giriček,SG,25,MEM,95,112
2003,Gordan Giriček,SF,25,ORL,105,106
2003,Dion Glover,SG,24,ATL,101,107
2003,Anthony Goldwire,PG,31,TOT,80,105
2003,Anthony Goldwire,PG,31,SAS,69,101
2003,Anthony Goldwire,PG,31,WAS,97,110
2003,Drew Gooden,SF-PF,21,TOT,97,106
2003,Drew Gooden,SF,21,MEM,94,108
2003,Drew Gooden,PF,21,ORL,104,103
2003,Brian Grant,C,30,MIA,108,99
2003,Horace Grant,PF,37,ORL,115,108
2003,Adrian Griffin,SG,28,DAL,103,101
2003,Eddie Griffin,PF,20,HOU,100,100
2003,Tom Gugliotta,PF,33,PHO,92,102
2003,A.J. Guyton,PG,24,GSW,24,107
2003,Marcus Haislip,PF,22,MIL,94,111
2003,Darvin Ham,SG,29,ATL,87,109
2003,Richard Hamilton,SG,24,DET,104,103
2003,Zendon Hamilton,C,27,TOR,98,97
2003,Anfernee Hardaway,SG,31,PHO,97,103
2003,Tim Hardaway*,PG,36,IND,96,99
2003,Matt Harpring,SF,26,UTA,113,104
2003,Adam Harrington,SG,22,TOT,92,107
2003,Adam Harrington,SG,22,DAL,66,106
2003,Adam Harrington,SG,22,DEN,117,107
2003,Al Harrington,SF,22,IND,97,102
2003,Junior Harrington,PG,22,DEN,81,102
2003,Othella Harrington,PF,29,NYK,110,107
2003,Lucious Harris,SG,32,NJN,105,102
2003,Antonio Harvey,PF,32,ATL,55,100
2003,Donnell Harvey,SF,22,DEN,94,100
2003,Trenton Hassell,SG,23,CHI,86,107
2003,Kirk Haston,SF,23,NOH,33,102
2003,Juaquin Hawkins,SG,29,HOU,90,104
2003,Brendan Haywood,C,23,WAS,115,104
2003,Alan Henderson,C,30,ATL,106,106
2003,Nenê,C,20,DEN,100,99
2003,Grant Hill*,SF,30,ORL,107,103
2003,Tyrone Hill,PF,34,TOT,95,103
2003,Tyrone Hill,PF,34,CLE,91,103
2003,Tyrone Hill,PF,34,PHI,101,103
2003,Fred Hoiberg,SG,30,CHI,103,103
2003,Robert Horry,PF,32,LAL,107,103
2003,Eddie House,SG,24,MIA,93,103
2003,Allan Houston,SG,31,NYK,109,110
2003,Juwan Howard,PF,29,DEN,102,102
2003,Troy Hudson,PG,26,MIN,106,108
2003,Nate Huffman,C,27,TOR,96,106
2003,Larry Hughes,PG,24,WAS,101,104
2003,Ryan Humphrey,PF,23,TOT,76,105
2003,Ryan Humphrey,PF,23,ORL,74,106
2003,Ryan Humphrey,PF,23,MEM,83,103
2003,Lindsey Hunter,PG,32,TOR,86,107
2003,Steven Hunter,C,21,ORL,107,103
2003,Zydrunas Ilgauskas,C,27,CLE,102,105
2003,Allen Iverson*,SG,27,PHI,103,102
2003,Bobby Jackson,PG,29,SAC,109,101
2003,Jermaine Jackson,SG,26,TOT,95,109
2003,Jermaine Jackson,SG,26,TOR,90,110
2003,Jermaine Jackson,SG,26,ATL,102,108
2003,Jim Jackson,SF,32,SAC,100,102
2003,Marc Jackson,C,28,MIN,103,104
2003,Mark Jackson,PG,37,UTA,95,105
2003,Stephen Jackson,SG,24,SAS,99,99
2003,Casey Jacobsen,SF,21,PHO,100,107
2003,Jerome James,C,27,SEA,91,98
2003,Mike James,PG,27,MIA,96,104
2003,Antawn Jamison,SF,26,GSW,113,111
2003,Marko Jarić,SF,24,LAC,99,104
2003,Chris Jefferies,SF,22,TOR,85,109
2003,Richard Jefferson,SF,22,NJN,111,100
2003,Jared Jeffries,SF,21,WAS,97,105
2003,Anthony Johnson,PG,28,NJN,102,100
2003,Avery Johnson,PG,37,DAL,97,106
2003,Ervin Johnson,C,35,MIL,111,106
2003,Joe Johnson,SG,21,PHO,99,105
2003,Ken Johnson,C,24,MIA,76,100
2003,Damon Jones,PG,26,SAC,107,104
2003,Eddie Jones,SG,31,MIA,111,102
2003,Fred Jones,SG,23,IND,86,103
2003,Jumaine Jones,SF,23,CLE,103,108
2003,Popeye Jones,PF,32,DAL,88,104
2003,Michael Jordan*,SF,39,WAS,101,103
2003,Shawn Kemp,C,33,ORL,95,102
2003,Steve Kerr,PG,37,SAS,111,105
2003,Jason Kidd*,PG,29,NJN,106,96
2003,Andrei Kirilenko,SF,21,UTA,116,98
2003,Kerry Kittles,SG,28,NJN,115,98
2003,Brevin Knight,PG,27,MEM,90,106
2003,Travis Knight,C,28,NYK,94,104
2003,Toni Kukoč*,PF,34,MIL,108,107
2003,Christian Laettner,PF,33,WAS,113,102
2003,Raef LaFrentz,C,26,DAL,118,102
2003,Sean Lampley,SF,23,MIA,103,105
2003,Dan Langhi,SF,25,PHO,93,104
2003,Voshon Lenard,SG,29,TOR,102,109
2003,Rashard Lewis,SF,23,SEA,108,105
2003,Randy Livingston,PG,27,NOH,141,111
2003,Art Long,PF,30,TOT,74,102
2003,Art Long,PF,30,PHI,79,100
2003,Art Long,PF,30,TOR,66,104
2003,Grant Long,PF,36,BOS,94,104
2003,Tyronn Lue,PG,25,WAS,109,108
2003,George Lynch,SG,32,NOH,106,100
2003,Todd MacCulloch,C,27,PHI,109,102
2003,Tito Maddox,SG,21,HOU,80,95
2003,Mark Madsen,PF,27,LAL,106,107
2003,Corey Maggette,SG,23,LAC,109,108
2003,Jamaal Magloire,C,24,NOH,106,99
2003,Karl Malone*,PF,39,UTA,109,100
2003,Matt Maloney,PG,31,ATL,99,109
2003,Danny Manning,PF,36,DET,96,91
2003,Stephon Marbury,PG,25,PHO,108,106
2003,Shawn Marion,SF,24,PHO,111,98
2003,Sean Marks,PF,27,MIA,76,103
2003,Donny Marshall,SF,30,NJN,0,90
2003,Donyell Marshall,PF,29,CHI,105,102
2003,Kenyon Martin,PF,25,NJN,100,96
2003,Jamal Mashburn,SF,30,NOH,105,103
2003,Anthony Mason,C,36,MIL,111,110
2003,Desmond Mason,SF,25,TOT,105,106
2003,Desmond Mason,SF,25,SEA,102,105
2003,Desmond Mason,SF,25,MIL,110,110
2003,Roger Mason,SF,22,CHI,98,108
2003,Tony Massenburg,C,35,UTA,98,104
2003,Walter McCarty,SF,28,BOS,106,102
2003,Amal McCaskill,C,29,ATL,85,102
2003,Jelani McCoy,C,25,TOR,94,104
2003,Tracy McGrady*,SG,23,ORL,116,104
2003,Jeff McInnis,PG,28,POR,99,108
2003,Aaron McKie,SF,30,PHI,104,102
2003,Stanislav Medvedenko,PF,23,LAL,96,107
2003,Ron Mercer,SG,26,IND,94,104
2003,Chris Mihm,C,23,CLE,97,105
2003,Darius Miles,SF,21,CLE,84,106
2003,Andre Miller,PG,26,LAC,105,109
2003,Brad Miller,C,26,IND,118,100
2003,Mike Miller,SF,22,TOT,105,107
2003,Mike Miller,SF,22,ORL,103,107
2003,Mike Miller,SF,22,MEM,111,109
2003,Reggie Miller*,SG,37,IND,122,105
2003,Chris Mills,PF,33,GSW,104,111
2003,Yao Ming*,C,22,HOU,111,100
2003,Cuttino Mobley,SG,27,HOU,107,105
2003,Nazr Mohammed,C,25,ATL,93,102
2003,Jérôme Moïso,C,24,NOH,99,97
2003,Mikki Moore,C,27,TOT,116,108
2003,Mikki Moore,C,27,BOS,60,101
2003,Mikki Moore,C,27,ATL,119,110
2003,Terence Morris,SF,24,HOU,101,104
2003,Troy Murphy,PF,22,GSW,113,107
2003,Ronald Murray,SG,23,TOT,71,107
2003,Ronald Murray,SG,23,MIL,76,106
2003,Ronald Murray,SG,23,SEA,52,108
2003,Tracy Murray,SF,31,LAL,81,107
2003,Dikembe Mutombo*,C,36,NJN,92,96
2003,Mamadou N'Diaye,C,27,TOR,100,103
2003,Boštjan Nachbar,SF,22,HOU,81,104
2003,Lee Nailon,SF,27,NYK,97,109
2003,Eduardo Nájera,SF,26,DAL,127,102
2003,Steve Nash*,PG,28,DAL,118,106
2003,Rasho Nesterović,C,26,MIN,106,103
2003,Ira Newble,SF,28,ATL,111,109
2003,Moochie Norris,PG,29,HOU,99,104
2003,Dirk Nowitzki*,PF,24,DAL,117,98
2003,Jermaine O'Neal,PF,24,IND,107,97
2003,Shaquille O'Neal*,C,30,LAL,117,102
2003,Charles Oakley,C,39,WAS,110,105
2003,Lamar Odom,SF,23,LAC,99,106
2003,Mehmet Okur,PF,23,DET,106,99
2003,Dean Oliver,PG,24,GSW,87,107
2003,Kevin Ollie,PG,30,TOT,112,109
2003,Kevin Ollie,PG,30,MIL,114,111
2003,Kevin Ollie,PG,30,SEA,108,105
2003,Michael Olowokandi,C,27,LAC,86,104
2003,Greg Ostertag,C,29,UTA,101,101
2003,Bo Outlaw,C,31,PHO,113,102
2003,Chris Owens,SF,23,MEM,95,117
2003,Olumide Oyedeji,C,21,ORL,103,99
2003,Robert Pack,PG,33,NOH,96,101
2003,Scott Padgett,PF,26,UTA,102,103
2003,Milt Palacio,PG,24,CLE,92,109
2003,Jannero Pargo,PG,23,LAL,90,107
2003,Smush Parker,PG,21,CLE,92,108
2003,Tony Parker*,PG,20,SAS,108,104
2003,Cherokee Parks,PF,30,LAC,110,107
2003,Ruben Patterson,SF,27,POR,102,103
2003,Gary Payton*,PG,34,TOT,108,107
2003,Gary Payton*,PG,34,SEA,107,105
2003,Gary Payton*,PG,34,MIL,111,111
2003,Anthony Peeler,SG,33,MIN,104,106
2003,Wesley Person,SG,31,MEM,112,111
2003,Morris Peterson,SF,25,TOR,101,109
2003,Eric Piatkowski,SG,32,LAC,118,110
2003,Paul Pierce*,SG,25,BOS,104,100
2003,Scottie Pippen*,SF,37,POR,100,101
2003,Scot Pollard,C,27,SAC,106,96
2003,James Posey,SF,26,TOT,103,102
2003,James Posey,SF,26,DEN,95,103
2003,James Posey,SF,26,HOU,110,102
2003,Lavor Postell,SG,24,NYK,90,111
2003,Vitaly Potapenko,C,27,SEA,90,104
2003,Tayshaun Prince,SF,22,DET,100,101
2003,Joel Przybilla,C,23,MIL,98,104
2003,Vladimir Radmanović,PF,22,SEA,99,104
2003,Igor Rakočević,PG,24,MIN,96,109
2003,Zach Randolph,PF,21,POR,113,102
2003,Theo Ratliff,C,29,ATL,98,101
2003,Željko Rebrača,C,30,DET,107,101
2003,Michael Redd,SG,23,MIL,118,108
2003,Don Reid,PF,29,DET,32,108
2003,Efthimios Rentzias,C,27,PHI,96,103
2003,Glen Rice,SF,35,HOU,112,108
2003,Jason Richardson,SG,22,GSW,105,111
2003,Quentin Richardson,SG,22,LAC,97,108
2003,Antoine Rigaudeau,SG,31,DAL,58,107
2003,Clifford Robinson,PF,36,DET,97,101
2003,David Robinson*,C,37,SAS,109,95
2003,Eddie Robinson,SF,26,CHI,106,106
2003,Glenn Robinson,SF,30,ATL,98,106
2003,Rodney Rogers,PF,31,NJN,94,97
2003,Sean Rooks,C,33,LAC,92,107
2003,Jalen Rose,SF,30,CHI,100,109
2003,Malik Rose,PF,28,SAS,102,98
2003,Guy Rucker,PF,25,GSW,214,109
2003,Kareem Rush,PG,22,LAL,85,110
2003,Bryon Russell,SF,32,WAS,95,103
2003,Arvydas Sabonis*,C,38,POR,113,97
2003,John Salmons,PG,23,PHI,99,105
2003,Soumaila Samake,C,24,LAL,107,105
2003,Jamal Sampson,PF,19,MIL,59,99
2003,Pepe Sánchez,PG,25,DET,74,92
2003,Jeryl Sasser,SG,23,ORL,93,105
2003,Kenny Satterfield,PG,21,TOT,74,105
2003,Kenny Satterfield,PG,21,DEN,75,104
2003,Kenny Satterfield,PG,21,PHI,68,108
2003,Predrag Savović,SG,26,DEN,80,102
2003,Brian Scalabrine,PF,24,NJN,93,99
2003,Ansu Sesay,SF,26,SEA,86,106
2003,Brian Shaw,PG,36,LAL,95,106
2003,Paul Shirley,PF,25,ATL,0,108
2003,Bobby Simmons,SG,22,WAS,110,106
2003,Brian Skinner,PF,26,PHI,112,101
2003,Reggie Slater,PF,32,MIN,114,104
2003,Tamar Slay,SG,22,NJN,81,99
2003,Charles Smith,SG,27,POR,89,103
2003,Joe Smith,SF,27,MIN,111,104
2003,Steve Smith,SG,33,SAS,109,103
2003,Eric Snow,PG,29,PHI,112,105
2003,Latrell Sprewell,SF,32,NYK,99,107
2003,Jerry Stackhouse,SG,28,WAS,106,108
2003,Vladimir Stepania,C,26,MIA,97,99
2003,DeShawn Stevenson,SG,21,UTA,88,106
2003,Michael Stewart,PF,27,CLE,90,107
2003,John Stockton*,PG,40,UTA,117,103
2003,Peja Stojaković,SF,25,SAC,117,101
2003,Damon Stoudamire,PG,29,POR,99,106
2003,Amar'e Stoudemire,PF,20,PHO,103,101
2003,Erick Strickland,SG,29,IND,104,104
2003,Mark Strickland,SF,32,DAL,104,106
2003,Rod Strickland,PG,36,MIN,102,105
2003,Bruno Šundov,C,22,BOS,63,100
2003,Bob Sura,SG,29,GSW,107,111
2003,Stromile Swift,PF,23,MEM,104,103
2003,Wally Szczerbiak,SF,25,MIN,112,106
2003,Maurice Taylor,PF,26,HOU,94,106
2003,Jason Terry,PG,25,ATL,109,108
2003,Etan Thomas,PF,24,WAS,107,102
2003,Kenny Thomas,PF,25,TOT,105,102
2003,Kenny Thomas,PF,25,HOU,96,103
2003,Kenny Thomas,PF,25,PHI,109,101
2003,Kurt Thomas,C,30,NYK,102,102
2003,Tim Thomas,SF,25,MIL,101,108
2003,Jamaal Tinsley,PG,24,IND,98,101
2003,Óscar Torres,SG,26,GSW,110,111
2003,Robert Traylor,C,25,NOH,102,96
2003,Gary Trent,SF,28,MIN,110,104
2003,Jeff Trepagnier,SG,23,DEN,99,99
2003,Cezary Trybański,C,23,MEM,57,110
2003,Jake Tsakalidis,C,23,PHO,102,104
2003,Nikoloz Tskitishvili,SF,19,DEN,79,104
2003,Hedo Türkoğlu,SF,23,SAC,104,102
2003,Nick Van Exel,SG,31,DAL,104,107
2003,Keith Van Horn,PF,27,PHI,107,103
2003,Jacque Vaughn,PG,27,ORL,103,108
2003,Jake Voskuhl,C,25,PHO,115,103
2003,Dajuan Wagner,SG,19,CLE,96,111
2003,Antoine Walker,PF,26,BOS,92,101
2003,Samaki Walker,C,26,LAL,101,103
2003,Ben Wallace*,C,28,DET,108,90
2003,Gerald Wallace,SF,20,SAC,94,98
2003,Rasheed Wallace,PF,28,POR,109,102
2003,Charlie Ward,PG,32,NYK,109,105
2003,Earl Watson,PG,23,MEM,103,106
2003,Clarence Weatherspoon,PF,32,NYK,114,103
2003,Chris Webber*,PF,29,SAC,99,96
2003,Bonzi Wells,SG,26,POR,98,101
2003,Jiří Welsch,SF,23,GSW,81,112
2003,David Wesley,SG,32,NOH,109,105
2003,Jahidi White,C,26,WAS,113,104
2003,Rodney White,SG,22,DEN,86,103
2003,Chris Whitney,PG,31,TOT,95,107
2003,Chris Whitney,PG,31,DEN,98,106
2003,Chris Whitney,PG,31,ORL,84,107
2003,Chris Wilcox,PF,20,LAC,102,107
2003,Mike Wilks,PG-SG,23,TOT,100,107
2003,Mike Wilks,SG,23,ATL,99,107
2003,Mike Wilks,PG,23,MIN,101,107
2003,Aaron Williams,C,31,NJN,103,100
2003,Alvin Williams,PG,28,TOR,108,108
2003,Brandon Williams,SF,27,ATL,34,104
2003,Eric Williams,SF,30,BOS,110,103
2003,Frank Williams,PG,22,NYK,81,106
2003,Jason Williams,PG,27,MEM,108,110
2003,Jay Williams,PG,21,CHI,94,107
2003,Jerome Williams,PF,29,TOR,108,103
2003,Monty Williams,SF,31,PHI,99,102
2003,Scott Williams,C,34,PHO,96,102
2003,Shammond Williams,PG,27,TOT,100,104
2003,Shammond Williams,PG,27,BOS,101,102
2003,Shammond Williams,PG,27,DEN,100,106
2003,Walt Williams,SF,32,DAL,105,102
2003,Corliss Williamson,SF,29,DET,103,102
2003,Kevin Willis,C,40,SAS,98,99
2003,Rubén Wolkowyski,PF,29,BOS,79,110
2003,Loren Woods,C,24,MIN,91,101
2003,Qyntel Woods,PF,21,POR,92,103
2003,Metta World Peace,SF,23,IND,105,98
2003,Lorenzen Wright,C,27,MEM,99,106
2003,Vincent Yarbrough,SG,21,DEN,90,102
2003,Wang Zhizhi,C,25,LAC,94,108
2004,Shareef Abdur-Rahim,PF,27,TOT,110,105
2004,Shareef Abdur-Rahim,PF,27,ATL,112,106
2004,Shareef Abdur-Rahim,PF,27,POR,103,104
2004,Malik Allen,PF,25,MIA,93,101
2004,Ray Allen*,SG,28,SEA,112,110
2004,Rafer Alston,PG,27,MIA,105,102
2004,Chris Andersen,PF,25,DEN,100,96
2004,Derek Anderson,SG,29,POR,107,107
2004,Kenny Anderson,PG,33,IND,98,101
2004,Shandon Anderson,SG,30,NYK,96,105
2004,Carmelo Anthony,SF,19,DEN,102,105
2004,Robert Archibald,C-PF,23,TOT,84,98
2004,Robert Archibald,PF,23,PHO,52,109
2004,Robert Archibald,PF,23,ORL,66,82
2004,Robert Archibald,C,23,TOR,86,98
2004,Gilbert Arenas,PG,22,WAS,98,105
2004,Brandon Armstrong,SG,23,NJN,80,102
2004,Darrell Armstrong,PG,35,NOH,105,102
2004,Carlos Arroyo,PG,24,UTA,106,106
2004,Chucky Atkins,PG,29,TOT,103,105
2004,Chucky Atkins,PG,29,DET,98,101
2004,Chucky Atkins,PG,29,BOS,108,108
2004,Stacey Augmon,SF,35,NOH,97,104
2004,Vin Baker,PF,32,TOT,105,105
2004,Vin Baker,PF,32,BOS,109,105
2004,Vin Baker,PF,32,NYK,95,104
2004,Marcus Banks,PG,22,BOS,91,103
2004,Leandro Barbosa,PG,21,PHO,100,106
2004,Matt Barnes,SF,23,LAC,101,108
2004,Dana Barros,SG,36,BOS,162,113
2004,Brent Barry,SG,32,SEA,120,108
2004,Jon Barry,SG,34,DEN,111,104
2004,Mengke Bateer,C,28,TOR,107,104
2004,Tony Battie,C,27,TOT,101,103
2004,Tony Battie,C,27,BOS,103,104
2004,Tony Battie,C,27,CLE,99,103
2004,Shane Battier,SF,25,MEM,114,102
2004,Lonny Baxter,C-PF,25,TOT,100,100
2004,Lonny Baxter,PF,25,CHI,99,104
2004,Lonny Baxter,C,25,TOR,98,98
2004,Lonny Baxter,PF,25,WAS,113,105
2004,Jerome Beasley,PF,23,MIA,72,104
2004,Raja Bell,SG,27,UTA,103,105
2004,Troy Bell,PG,23,MEM,61,108
2004,Jonathan Bender,SF,23,IND,96,99
2004,Travis Best,PG,31,DAL,103,110
2004,Mike Bibby,PG,25,SAC,113,108
2004,Chauncey Billups*,PG,27,DET,112,99
2004,Steve Blake,PG,23,WAS,95,107
2004,Corie Blount,PF-C,35,TOT,98,99
2004,Corie Blount,PF,35,CHI,99,100
2004,Corie Blount,C,35,TOR,91,98
2004,Mark Blount,C,28,BOS,110,102
2004,Keith Bogans,SF,23,ORL,103,111
2004,Calvin Booth,C,27,SEA,107,105
2004,Carlos Boozer,PF,22,CLE,113,101
2004,Curtis Borchardt,C,23,UTA,88,102
2004,Chris Bosh*,C,19,TOR,103,99
2004,Ruben Boumtje-Boumtje,C,25,POR,90,111
2004,Bruce Bowen,SF,32,SAS,99,97
2004,Ryan Bowen,PF,28,DEN,109,101
2004,Earl Boykins,SG,27,DEN,107,108
2004,Michael Bradley,C-PF,24,TOT,76,103
2004,Michael Bradley,PF,24,TOR,56,96
2004,Michael Bradley,C,24,ATL,85,107
2004,Shawn Bradley,C,31,DAL,118,102
2004,Torraye Braggs,PF,27,TOT,96,100
2004,Torraye Braggs,PF,27,HOU,93,99
2004,Torraye Braggs,PF,27,WAS,117,111
2004,Elton Brand,PF,24,LAC,114,106
2004,J.R. Bremer,PG,23,TOT,81,107
2004,J.R. Bremer,PG,23,CLE,84,106
2004,J.R. Bremer,PG,23,GSW,60,112
2004,Jamison Brewer,PG,23,IND,83,100
2004,Primož Brezec,C,24,IND,90,100
2004,Damone Brown,PF,24,NJN,45,90
2004,Devin Brown,SG,25,SAS,102,96
2004,Kedrick Brown,SF,22,TOT,112,106
2004,Kedrick Brown,SF,22,BOS,109,104
2004,Kedrick Brown,SF,22,CLE,114,107
2004,Kwame Brown,PF,21,WAS,106,104
2004,P.J. Brown,PF,34,NOH,113,101
2004,Tierre Brown,PG,24,NOH,50,110
2004,Rick Brunson,PG,31,TOT,100,103
2004,Rick Brunson,PG,31,TOR,119,110
2004,Rick Brunson,PG,31,CHI,99,103
2004,Kobe Bryant*,SG,25,LAL,112,102
2004,Greg Buckner,SG,27,PHI,90,104
2004,Rodney Buford,SF,26,SAC,79,107
2004,Caron Butler,SF,23,MIA,94,102
2004,Mitchell Butler,SG,33,WAS,100,107
2004,Rasual Butler,SF,24,MIA,108,105
